index,tweet,label
516,Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. 😑 #not,1
1180,#bitch #bitchy #badass #lol #laughing #jokes #sarcastic #sarcasm #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk,1
328,@GarnetNGold22: So PSN and Xbox Live are both down on a day many people get new video games.#Irony||North Korean hack? 😫,1
1751,"You're any moment, every second,|Every scent and every flower|As a girl.",0
3314,#GuruMantra for #success. #entrepreneur #startup http://t.co/6MU1xauCZM,0
756,It's freezing out there & very hazy .... Just want to go home.,0
3138,@TonyBrown03 @ParkzTheDon @bigedh456 if not your 👊👊 box them up yeah 😂😂,0
3103,@being_Akash_ nice to know that you give me so much importance. :) #Not :] @being_tiger_ n,1
2532,#not alot-still not sussed out how yo keep in touch with peop!e via twitterTwitterversary,0
2826,Why does sue give bonnie anxiety and stress pills #not,1
2577,@PeteKopite the lineup is full of goals and offensive intention #LFC #sarcasm,1
2261,@Sheriff1972 @SteveMay_UK Will probably get to write more about the show by doing so ... #irony,1
3082,@twitterlessTROD has the best pickup lines #not,1
3385,A £718 phone bill is a lovely email to wake up to #Not,1
3202,Follow> @idealmusicmgt and get your FREE DEMO of their industry buzzing app seen at http://t.co/5GKFlBKr40,0
205,@MagicalBlondess Psssst. You spelt 'thing'  wrong ||#irony,0
2570,@CarrieMuskat @Buster_ESPN sounds like #Cubs won't have room for Lester battery mate David Ross.,0
1512,There's always that one friend to motivate and make you feel better. El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @Galb_dxb,0
1031,@hamackey @cspanwj an e-reader would definitely help save my life if someone broke into my house. Good call #sarcasm,1
2815,of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife #not,1
2551,Oh how I missed middle school drama :~) #not,1
2994,@KeirSimmons #not another Bush in the Whitehouse.,0
467,love is bliss... #not,1
468,Last day in #Riga! #self #finnishgirl #businesswoman #not @ PK Riga Hotel http://t.co/3Svv5QciFq,0
222,"@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts. #irony",1
378,Suppose I best move my arse to the #gym. Anything to put off wrapping presents 😕🎁 #christmas #chore,0
1129,comparing @elasticbox to @hashicorp #atlas ...,0
3730,Congratulations @adele_ferguson - so well deserved. I hope you enjoy the #irony of this notification from Twitter http://t.co/5lZDDDC1Hx,1
1233,"@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot #sarcasm",1
59,@TheoCorleone @david_maclellan Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me. #Not,1
2008,The spicy cali roll is just cali roll with a dab of sauce on it W T F,0
3566,@AnimaILife: I think I can make it http://t.co/fb4erBNdty// Aaaawww #not ... @scotsellie @booona06,1
3328,I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#not#girlfriend http://t.co/4eR9E8Nxde,0
3452,@garyjoelclement @nationalpost Let the Western bastards bank accounts freeze in the dark! #irony #seewhatidid #readpeople,1
3826,Another one of our support vehicles modified for Iceland service. #Bigfoot #LANDROVER http://t.co/NRXO4gFG6E,0
2781,I feel so blessed to get ocular migraines. #sarcasm,1
3577,Don't give up what you want most for what you want now. #inspiration #motivationalquotes #startup,0
2652,Gripping new ebook not for the fainthearted or politically correct. Please visit site https://t.co/R99TXDaEt2,0
3664,Look at this trash. You can clearly see his handle. He stole my name and my pictures http://t.co/nuJ94grwwB,0
875,People who don't get #sarcasm: you are THE BEST!,1
3799,"Think i almost just died, or burned my face off! #hategasbbqs",0
2641,Corey Brewer looks like he is ready to not be in Minnesota anymore... You can see it all over his body language. #TradeBait,0
2669,"@slavetothemic thanks for sharing Mike, your opinion means a lot to us. #sarcasm #orisit?",1
2422,Bacon. That's all. That's the tweet.,0
975,@EarthPix: Adorable little white tiger http://t.co/GmFru7GmiR,0
2140,"I cared for 8 seconds, then I got distracted. 😂 #Sarcasm",1
1898,How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple #not,1
1256,@Mark_Coker gun laws will fix everything #not,1
1841,"@jopage_ I've had three boys, breastfed them all for about a year each and never had to do it out when I was out! #not necessary",0
131,For those of you that LOVE this time of year. #Sarcasm https://t.co/r6utbrXVrU,1
2387,"Twitter slams Austin Strange Fruit PR firm, spurring it to drop the name it shared with a song about lynching http://t.co/DSN2zFt7A0 #irony",1
2240,@SR_Duncan I think you should go get checked out,0
338,@JoeandEvan @7BOOMERESIASON @cc660 @BoomerandCarton the Jets have pick 6 in the 2015 draft the irony blows my mind! #irony #NFLDraft,1
2936,am really fuckin paying for it today #tequila #is #not #the #one,0
1321,"@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? #Sarcasm",1
3020,@KimKardashian actually cropped out her daughter in this pic for a selfie 🙈 #topmum #not http://t.co/lfxHIlkZEV,1
2091,"A decent Christmas party for a change, and an added bonus of not missing the last train for a change!",0
350,"@cwmmate @jimrome No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.",0
582,@ceddamack The Raiders are. I guess we'll see how things play out tonight.,0
1822,"@Fit_Motivator: I learned that if you want to make it bad enough, no matter how bad it is, you can make it. -Gale Sayers #sarcasm #Wise",0
1160,Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m,0
1872,@RenuGill_x someone's on the defensive...if the shoe fits 🐸☕️,0
2531,The most wonderful advantage of not being a ppl-pleasing daft is that there's nothing to worry about changing your perspectives(adjustments),0
842,#not a bad game last night. Way to go Packers! http://t.co/9vvSvsEnmF,0
2318,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage #irony",1
3055,Friday hilarity: the CSO of #Sony just picked up a @TechTarget award for #security http://t.co/9mD7jwZ9fm #irony #SonyHack,1
1391,@YodelOnline where's me boots#not happy,0
1434,Girls who dip>>> #sarcasm,1
1845,Aaand the hits just keep on coming. #BadDay #Sarcasm,0
899,"so @AskPlayStation still waiting, my son is very happy enjoing his christmas gift #NOT... i cant understand how u didn't prevent this ...",1
1378,People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J,0
2659,Hope everyone is having a lovely Marxist Christmas #not,1
3679,That moment when you have to go to the bathroom but the cleaning lady is in there....#StillHoldingIt,0
3316,You can have the prettiest face in the world but stretch marks will ruin it all for me.,0
2002,Awesome rainy day at the track!! #not http://t.co/inZFxQcjGU,1
2866,Harry's literally such a good person it hurts my heart BYE #InternationalHarryStylesDay,0
2672,What else would you do on friday? |#TGIF #sarcasm #8crap http://t.co/GOvZjAgVa2,1
27,Wish she could have told me herself. @NicoleScherzy #nicolescherzinger #OneLove #myfav #MyQueen ❤️❤️ http://t.co/queL09fqyr,0
839,@jimmyk52501 @MotherJones @NickBaumann I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |#irony,1
2906,"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now #not #aretheyserious",1
2800,"@Imranj_ logic is an invention by the kuffar, everything makes perfect sense. (#sarcasm) Like monkeys stoning she monkeys",1
3683,There is nothing I love more than listening to the black eyed peas on the way home from a Saturday night loss in petrolia #killerband #not,1
2876,review #not,0
1765,I just earned the 'Photogenic Brew (Level 21)' badge on @untappd! http://t.co/3slfluggKx,0
2629,If you gon' judge people who drink and blaze FOH Go choke on some foreskin,0
2859,@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X #irony,1
3823,Check out my new post! MyFairDaily: 10 Things I've Been Loving Lately http://t.co/wsFo2Dlu7h #lbloggers #holidays #myfairdaily #favorites,0
1596,Off to bed can't wait to feel this hangover. |#not,1
1027,@destroy_robots Damn. That would have made excellent thing to recount in autobiography ;p,0
3335,"HELLO Sunday! BY THE WAY IT'S December 28, 2014 at 02:15PM! (just a random information)",0
2920,"Going to sleep, hope #sydneysiege is sorted out in the morning",0
3612,8.30am conference calls.|#love #not,1
515,@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. #irony,1
2224,My bed time stories are awesome #sarcasm #theyllgiveyounightmares #ohwell #youaskedforit,1
2025,Wow am I glad that I have to cycle through this weather.||#NOT,1
682,So glad y'all can be awesome now.. #not,1
2670,It's funny how you can sit for 15minutes And not be noticed. #sarcasm #MTVStars Taylor Swift,1
3279,Kiwi Heineken? - Drinking a Steinlager Pure by New Zealand Breweries Limited @ Raglan Golf Club -- http://t.co/SUz3FBfxlK #photo,0
1947,Worth a read. On #Christians and the persecution they face. #equality #respect #sectarianviolence #countyourblessings http://t.co/EvTmzbljyK,0
2337,She can get it raw !!!,0
364,@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.,0
260,Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst #irony,1
2590,@PaulGoonerW yeah stressed isnt the word could easily punch someone in the face right now😏👊👊,0
419,Left my lunch at home. Swansea canteen outdoing themselves with this generous and well priced portion of food #not http://t.co/jn7Kff2K18,1
399,About to write my math final really excited #not #somethingrandom http://t.co/by8fVYYyZR,1
2040,These girls can wake up people from the dead! #not #worth #watching,0
2262,"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys",0
3581,Stuck in the traffic at 7.55am. Yuppy -.- #sarcasm #happytuesday,1
106,Sony pulled a movie bc we're scared of a country that can't even keep its lights on at night? Even motel 6 can do better than that. #Zing,0
1764,Lots if love for #Miranda #sarcasm,1
410,Nothing like waiting at an airport. #youcanthearit #sarcasm,1
926,Bday lily painting for @laryssam27 💜 http://t.co/IAzvrBec91,0
889,This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.,0
2667,"there is only 1 race, HUMAN so i dont look at things by the myth of ""races"" @jtarleta53 @RBRNetwork1",0
2710,"@petefrt gee, that's SO hard to believe. #sarcasm",1
340,@AntoniaZ @MontgomerySue @torontoist Awesome! And well deserved.,0
3174,"@jodalatour @FoxNews GOP loves immigration. They don't like illegal border crossers, illegal Presidential action and ignoring Constitution.",0
2681,So far today is going AWESOME. #not #fuckoff,1
2712,Why everything must b turned into a disaster to avenge another disaster?What's so gratifying in forgetting tht we all are humans/Pakistanis?,0
2588,"@iampjcurtis add some ""Your Baby Can Read"" DVDs...ya know...just in case lol😏",0
2649,I don't think you get how embarrassing and trashy all of that really is... #not s'cute,0
2043,Simply having a wonderful christmas time :D,0
3266,@TopspinMonkeys Merry Christmas to all at topspin monkeys! Hope you have great holidays and are ready to train for the New Years! X,0
1005,"@Lloydgallagher3 no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok",0
2478,@PizzaExpress so ...still no response from @PizzaExpress #greatcustomerrelations #not,1
2212,@nasa ooh I can probably watch a replay or the #orion launch at some point? Oh wonderful. That's sooo exciting #sarcasm #nothanks,1
2602,"When j need the mailman to come late, he's here at 8a. When I can't wait for the mail to come? 7p. #irony",1
2237,@DlSCORD @FoxNews Hates his anti-American/anti-Constitution policies and actions. Fixed it for you.,0
1271,@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding #not,1
844,Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay,0
1493,Welcome to twitter @orafa2 myself n @SlimDandyMUFC r at ur service as ur twitter coaches #sarcasm,1
1590,People aren't as beautiful as they look #people #not #beautiful #look #walk #talk #personality #love #care #share http://t.co/27TB6vdqWq,0
3830,@banditelli regarding what the PSU president does,0
198,@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses,0
1240,HEY LOOK THERE! #IRONY,0
2857,#not EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0
1670,Why are babies constantly sick everywhere. It's like why can't u just keep the food you eat in ur belly and #not #on #the #floor,0
1666,...except we have no hot water. Naturally no one would be in the office to take my call. I fucking hate it here.,0
1416,@vidalovesvida I don't think I've ever even made weed brownies in my life...idk where you get this bizarre idea from lol,0
1323,Can't wait to work with the dream team again today!! #delilyfe #sarcasm 🙈,1
2060,"@Eskom_SA street lights on during the day in Clayville, Olifantsfontein. This should not be happening with #loadshedding problems. #not-on",0
3648,@24rspriggs There's so much less controversy now that the BCS has been replaced. #sarcasm,1
3357,Working cart today..gonna make that money! #not. 35 golfers all day 😒🔫,1
54,loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection,0
1737,2 days off the next two weeks. 3 in the new yr. Love working over xmas. #not #needthemoney,1
2017,"You keep cops and civilians accountable with body cameras#not RIP Eric Gardner .Cameras don't keep people accountable , people do",1
417,Today I'll lecture on CRM investments & shareholder value ... So excited .... #Not 😏 I'm sleepy 😴,1
3591,Happens Every day. #not http://t.co/F8lrSVV79q,1
1447,This kid right here makes me so happy ❤️ #nephew http://t.co/4J4wI6qp2v,0
2120,@talkhoops I got manually retweeted by Zach Harper. #internetcelebrity,0
1020,@Owain_Thomas Loving how Fulham looks like a playoff team. #NotReally #Sarcasm,1
1866,"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker #sarcasm",1
3600,"FALSE, slavery was based on economics, @RBRNetwork1 @GodlyPghDad @Anan_VII @billvanglahn @JoeHilgerman @1_Free_Man",0
2214,@jpanimages Is it on display at any given time at Ryerson?,0
3150,Today has been such a shitty day,0
3825,@DCsportsGrl @DragonflyJonez true n that's y we r jaded EVERY YEAR,0
3124,@EZonelectronics @Vh1Supersonic |Yo boy! You guys are know to keep the party mood going. |#EzoneGoaDiaries. http://t.co/ovsi1cyLFr,0
749,I picked a great night to not want to sleep. #sarcasm,1
2514,@scoopdoggydogg @rhilox @johnbelton1 @chooch_64 @LoyalistRadio @Big_Woodys_Shop @Davgt5 @ImFatherJack @rangersforever7 All the best 2015,0
3652,@JustinRoehr Oh but Bradford is awful! #sarcasm,1
2390,"Yep, true patriots all. #sarcasm http://t.co/lAZTLMA2Ho",1
2822,@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting #irony,1
3256,@TonyGrossi there is no way you could mean that. no track record whatsoever #sarcasm,1
1871,"@KbJ5: Things to complain about on Christmas day. I have a pimple in my ear"" @Delakotze #ThanksObama"" #Sarcasm #LegitReasonToComplain",1
891,#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters,0
3582,Being average will only get you average results.,0
2429,Taking the Christmas lights down in the swamp will be a blast. #not,1
3798,Girls with British accents.. 👌 On point.,0
1665,@OpineJ There's no personal responsibility anymore. You can't expect anyone to think. #sarcasm,1
3255,Obviously my day is going to go fantastically well #sarcasm,1
3233,Storm coming! #todayimloving #not http://t.co/hsNULfHz8f,1
2080,@SuchaFucknLadee @joeljen10 you do not afford the same treatment to PO's .Goes both ways.,0
2818,I'm in love with the cocoa🍵,0
3318,"@kayleighjr Todd is love, Todd is life #not",1
3776,@OpEdMarketing Is it snowing in Canada? Just on the hills here at the minute but hoping for a white Christmas,0
3572,@greenacre11 get ready for another one on Saturday #not,1
3521,@Irrational_Fan: I can't stand watching a #UKvsLOU game with a Louisville fan! They're as bad as Steelers fans. #BBN @DonnieDruin #Irony,1
3232,@Bmatcham94 What's with the ridiculous hashtagging? #massive #twat,0
697,Heaven help the fool who did her wrong,0
2439,This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty #not,1
1462,@justacoolcat I just texted you. Now I'm going to sleep-not ignoring,0
274,When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..#irony,1
1565,Husband coming home early? #mongkok #kowloon #hongkong #dongiotravels #irony #50thfloor ... http://t.co/vvAWP30vua http://t.co/qdEScaifSk,1
623,"Walking down the mall in front of a group of guys and hear ""even the momma got it"" Jesus lol everyone loves polly",0
1988,@OuttaHerrrrreee well I face peyton today in my one league so I hope he only has 2 TD passes and they're both to D Thomas for me lol,0
1009,@ceyland89978315 All #U Can Do Beautiful Is Your #BEST Winning Is #NOT Important Taking Part & Having Fun Is What Matter's :-),0
3422,Surprised SJWs haven't tried to get call of duty banned. You can make male & female guys so you have men KILLING women|#Misogyny|#Sarcasm,1
2778,It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. #sarcasm,1
880,@sophiaqualquer what for ? waste of time...:),0
678,#finalsweekgotmelike Ugh. Make it stop. #finals #finalsweek #EWU http://t.co/eYYoDV2aNV,0
483,@RMaybo another case of away the lads #Not or to put it in song tell me why we don't do north london !! #TyneWeirSunday,1
828,Our physics exam was quite fun... #NOT #Prelim,1
1968,internet got me like 😩 #stillalive #irony http://t.co/q7cK7aQnQZ,1
5,I can't breathe! was chosen as the most notable quote of the year in an annual list released by a Yale University librarian #irony,1
453,I doubt this week could get any better. #sarcasm,1
777,@BillfromBendigo You are no fun at all!,0
1991,@ShotofPatron #NoodleScene anyone? He was so zen there. #not. Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,1
2469,@davebett87 long yeah. the director's cut will be longer! 😁 you need to see Penguins of Madagascar btw,0
3468,The dude who told me money isn't everything is arguing with his son over money. In public. #Irony,1
1543,"@SteveSGoddard Steve, Steve, Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears #sarcasm",1
3634,Totally been killing it with my assignments lately #not #socollege,1
3135,let it go #not#afraid#frozen http://t.co/QUcRVym5J7,0
43,"HaHaHaHa!! #hypocrisy #Irony ""MT @Independent: Katie Hopkins calls Russell Brand a bully..........: http://t.co/DZ05xHiuwl""",1
2677,Such quality customer service today by @Microsoft for the Xbox One #not #thisiscrap #nothelpfulatall,1
3367,A maths tutorial is exactly what I need right now #not #lol #struggle #uni,1
1910,What wonderful weather we are having...I might need sunscreen today 😎 #sarcasm 󾍁,1
755,"Oh, joy! 'Tis the season for ""Christmas came early"" leads. #sarcasm #DoBetter",1
1094,Youre such a great person. #not,1
1047,#sorry #not #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj,0
909,Photo: #Say it loud say it #proud! #Nope #never! #Not a quitter and will never #be... #always #winning even... http://t.co/CW8qeDU7NJ,0
2122,@MeraDharm @Swamy39 You do look a die hard fan of his #sarcasm,1
2723,@IkeMagnifico Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time. #Irony,1
2750,"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart#NOT",1
406,Went neck deep in a swamp today so that was fun #not #chilly,1
664,"Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there #not #good #enough",0
2788,#Not #40 #Corner #Cute #Day #Expensive #diy #crafts|Please RT: http://t.co/6sNBFNIirz http://t.co/JhxnPzuvhD,0
869,Listening to the rain in bed #Peacefull ☔️💦💧💦,0
3771,"Time to free ourselves of the Tyranny of the USA and lean towards more tolerant societies, like those of Russia and China. #Sarcasm",1
116,We want turkey!! #not,1
3076,So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is #not #for #kids #Frozen,1
3057,They seemed to have found an alternative use for the bible #Hotel #NewYears #not #Religious http://t.co/hOj8Sc5tw4,0
1525,@veebex haha cannot wait for monday #sarcasm at it's best.. cheers,1
409,"http://t.co/ujGpP2LgaL #AnalQueenAlysa #Four Four girls, a lot of drinks and a few strap-on&#8230; that&#8217;s&#8230;",0
796,then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl,0
147,@JordanNoftall that's funny #not,1
3023,.@doctoratlarge yeah. Tones are the most obvious things in tweets. #Sarcasm,1
848,"i need to start going to bed earlier...smh, goodnight everyone, or should i say goodmorning haha #morning #not... http://t.co/cGCD326NWF",1
1207,"Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc",0
2862,"I need to get up, but Sasha is way too cute!",0
1879,Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt  #not #ready,0
40,Physical therapy at 8 am is just what I want to be doing with my Friday #not #iwanttosleep,1
2663,All I wanted was to see you,0
381,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask #sarcasm,1
2764,Absolutely love being harassed by a group of twatty adolescents on a late night shop #Not,1
1430,Let's go CAVS!!! #cleveland #cavs #cavaliers #nba @ Quicken Loans Arena http://t.co/QiSPa7nC8B,0
180,@dirtydeathdog Can't wait to play the #BFHardline Beta with you XD #Epic,0
1029,"Photoset: babaybubblez: aquabreeze: disgustinghotels: #not all men But lets not forget In the real story,... http://t.co/3De7AnRhyP",0
487,"#hannity says ""Obama has been indoctrinated into a rigid ideology."" #irony",1
230,Oh how I love listening to Fox News in the background while opening presents. #not,1
3820,Riding the distraction train. ||CHOO CHOO,0
2321,How exciting he's walking all by himself #amazing #strength #hardwork #love http://t.co/sfr4lhY58G,0
702,yet another rainy goshen concert night☔🎻 #surprised #NOT,1
1484,Love that I still have kids that still wake up early on Christmas #sarcasm #justkiddingIlovethem,1
1974,Can't wait for my boyfriend to come home and kick my butt into shape.... #not 🙈😂 @DylanJohannink,1
210,"The whole #Misogyny thing is hanging in there with Women from the right #Not. A cat fight now ?, imagine pulling that on the left #pmlive",1
1293,Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed! #sarcasm #beforeCoffee http://t.co/Cm1UldR6d5,1
754,Today is awesome! #Not,1
3456,My vision looks like this =  just let me enjoy my first winter outside through a peep hole #sarcasm #growingwinter http://t.co/BiMXhC7WhB,1
1501,"@bayer04fussball draw, @s04 draw, @Everton going to lose, Pelle on my bench in fantasy, been a fucking shit night for me.",0
2756,Well here comes another 6+ page paper. #ilovecollege #not,1
1279,#your biggest task is to get me to look #how shall one do that? #not looking #none of them #cleverclogs #shld #know #my #nakhre too,0
748,@msmalcriada @ershannon Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!! #Sarcasm,1
1365,@kirsch71 @united I hope that all those people who missed connecting flights take joy in this wonderful experience. #sarcasm #sorrynotsorry,1
1678,"And all I wanna do is blast music and get ready for my trip but my ""second"" roommate is sleeping and I suffer from being considerate #irony",1
1441,History check anyone know what this is? http://t.co/KtR2yqKrxd,0
1984,@PolicyMic Scream this message: We want the security footage!!! #AntonioMartin #Ferguson #EndRacism #SocialJustice #BlackLivesMatter,0
2987,#Christmas #not #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj,0
1132,I swear . I can #not stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .,0
811,Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am #not #a #boring#person,0
845,I was wrong when I thought I will find a way that doesn't lead 2 you,0
3219,@CNBLUEPERU #skill support compyuter system<<what is your idea<>#not robotway,0
2882,@alyssaanicoleL this Friday #not lit,0
1511,"Awh I love her replies, they get me feeling all types of ways! #not #noreplies #StoryOfMyLife http://t.co/FGbFjhCOoV",1
3495,#Ministers #criticised #over #train #deals http://t.co/IIQaJzqIXz,0
1337,@MughalowOwais @BatoolMisbah lol #irony then,0
736,thanks for clearing everything up Koenig #not #serialbrady,1
525,https://t.co/13AvCYdxs6|Shop now #Not in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!!  https://t.co/MIF1TIkZNa,0
370,@CopperBronzed No reasons given. Some waited expecting a call but only found they were not chosen from media announcement,0
1729,Time for babygirl and I to get our beauty sleep😴💤💤,0
2466,Yay for knee machines! #not http://t.co/BNK8Z2LBsE,1
874,@DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything,0
1294,I'm so ready to get drunk tonight,0
3563,Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face. #sarcasm,1
522,Soccer game should be fun today...😂😂 #not,1
2927,Thanks bus. Thanks for telling me where I am. So helpful. #not #sarcasm,1
1199,vCAC looks like an even bigger bag of hurt than vCD https://t.co/S3eQydjf2V,0
1056,"Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek",0
3417,"Migrains,, throwing up are always fun #not",1
1839,Lol at people saying they're turning 13 this year when did I start following kids #sorry,0
979,"K should give us a famous bf, some fan need an entertainment apparently #irony",1
3412,@BOWTIEBOSS Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference. #sarcasm,1
1883,#irony #adanisJet lol @kapsology: Irony committed suicide jumping from Adani's jet! #LoveJihad & #Gharwapsi orphaned! http://t.co/SmP0QQfHdD,0
2863,I fucked them really badly 😂😂😂|#AdvancedWarfare http://t.co/FKJaZVk943,0
3260,Christmas is less than a week away wtaf,0
1247,girl#beautiful#short#nose#not#tall#but#not#toshort#selfieeee <3:* http://t.co/90Itgrq4bh,0
1224,Gotta love the sound of rain beating against the window on Christmas Day.. #not #whereswinter,1
2734,Love waking up early in the morning #NOT #HockeyTournament #RefLife #Zebras,1
3761,@nadhirxx well what can I say 👤,0
2608,Studying history;reading #gameofthrones |#sarcasm #asongofice&fire,1
2983,@studioloraine always a worthy choice @UMN_Give @UMNChildrens @sciencemuseummn @TheSoapFactory,0
294,Today I don't feel like doing anything|#NOT,1
558,http://t.co/xMzzKi6kn6 << This should be Christmas number 1! #accounting #sarcasm #absolutetosh,1
1472,#MY #Husband is #NOT your concern #StopTxtnHim its #NotOk #youknowwhoyouare!!!,0
3754,"Headed to Huntsville, TX this afternoon. Try to contain your jealousy.|#Sarcasm",1
2123,Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle #irony,1
1696,Americans love guns more than ever! http://t.co/U9pHYAzcvx #Chicago #Detroit examples of strict #gunlaws yet have the most crime #irony,1
1179,Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow #Not,1
2657,so proud of my artwork 💖😇 #proud #sarcasm http://t.co/knDye8Ayoa,1
2298,"@Coltonwilliy Im sorry chode, my phone broke ;)",0
970,"Less than 5 hours sleep, fantastic #not 😁",1
270,@patevans @grbj Too Sad...#NOT LOCAL NOW!,1
1097,"Went off the road this morning as did my English professor , thank you FSU for your concern for commuters #not 😒",1
2030,I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.  #sarcasm,1
3396,"Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 http://t.co/JCowWkMNQH #BlogTalkRadio",0
1070,#Not Bad Idea When You climb on the mountain http://t.co/1lMSxcNiOx,0
1838,@TeamWadiCamacho @wadicamacho Even better let's see if Wadi Camacho man's up and fights @JamieOneball #irony,0
3075,Hello indoor lung nice to see have to you back. #not 🏃😑,1
1470,@Cameronjwalker4 miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩,0
3744,"Bang-on. Great insight. RT @DonaldKScott: Interesting read: Democracy in AB is about management, not ideology: http://t.co/8Wcce2MiKW #ableg",0
1024,Check out some things I've been really loving recently during the holiday season! http://t.co/5fihlieEyt,0
573,@SqueezeMy_Lemon @RealSports @MapleLeafs @TORHABSFAN well played Matt. Well played.,0
2057,Oh yess Dean Smith is ref #sarcasm on the plus side we have thompson #improved,1
2623,Mens Football clearly know how to have a good time..... #not #archiesday #anychanceofasocial,1
2031,Can't wait until this weekend is over...then no more Xmas parties!!!!!! #HateSchmoozing,0
2731,#Canned #Food #Lot #Not #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3,0
553,I'm glad H & M has employed enough staff today. #sarcasm #nohelp #terrible,1
2971,Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players. #sarcasm,0
