index,label,tweet,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1821,1,And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays #Not #AlwaysWorking,1,17,46.7,1,99,1,8.5,29.41,88.24,76.47,58.82,5.88,5.88,5.88,0,0,0,0,0,5.88,0,5.88,23.53,11.76,5.88,11.76,5.88,17.65,5.88,11.76,0,0,0,0,23.53,0,5.88,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,11.76,0,0,11.76,0,0,0,17.65,0,5.88,0,5.88,5.88,0,0,0,35.29,11.76,0,0,0,5.88,17.65,0
1822,0,"@KmbSmile @MyLittleBloggie when did you get so cynical, Karna!?!?",1,9,1,99,10.18,,9,33.33,55.56,55.56,44.44,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,22.22,22.22,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,77.78,0,11.11,22.22,22.22,0,22.22,0
1823,1,"Oh look, we're having another storm in Sydney.  How unusual. #not",1,11,1.5,5.27,99,,3.67,18.18,81.82,81.82,54.55,18.18,9.09,0,9.09,0,0,0,9.09,9.09,0,0,9.09,18.18,9.09,0,9.09,27.27,9.09,9.09,9.09,9.09,0,0,36.36,0,27.27,9.09,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,27.27,18.18,0,9.09,9.09,0,0,0,0,9.09,0,9.09,0,0,9.09,0,45.45,18.18,9.09,0,0,9.09,9.09,0
1824,1,Congratulations @adele_ferguson - so well deserved. I hope you enjoy the #irony of this notification from Twitter http://t.co/5lZDDDC1Hx,1,17,46.7,73.71,1,99,8.5,29.41,76.47,52.94,47.06,17.65,11.76,5.88,0,5.88,0,0,5.88,11.76,5.88,5.88,11.76,0,11.76,5.88,0,5.88,0,0,0,0,0,0,11.76,0,11.76,0,0,11.76,5.88,0,0,0,23.53,23.53,0,17.65,17.65,0,0,0,0,0,17.65,11.76,5.88,5.88,0,5.88,0,5.88,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,29.41,5.88,0,0,0,0,23.53,0
1825,1,@nytimes oh so someone got in trouble for making fun of the people who behead innocent people...nice #sarcasm,1,19,95.09,99,1,1,19,26.32,94.74,63.16,42.11,10.53,5.26,0,0,0,0,0,5.26,5.26,5.26,0,21.05,0,5.26,5.26,0,10.53,10.53,0,0,0,0,0,10.53,0,10.53,0,0,0,5.26,0,0,0,31.58,5.26,26.32,0,0,0,0,0,0,0,42.11,21.05,0,0,5.26,5.26,0,21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,5.26,0,10.53,5.26,0,0,5.26,0,0,0,0,0,0,0,5.26,0,0,5.26,0,26.32,15.79,0,0,0,0,10.53,0
1826,1,Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday #not,1,19,80.4,1,8.42,1,6.33,5.26,94.74,68.42,47.37,5.26,5.26,5.26,0,0,0,0,0,0,0,10.53,21.05,0,10.53,5.26,5.26,21.05,0,0,10.53,0,10.53,0,15.79,0,15.79,0,0,10.53,0,0,5.26,0,5.26,0,5.26,5.26,0,5.26,0,0,5.26,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,15.79,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,31.58,10.53,0,0,10.53,0,10.53,0
1827,0,Isn't the point to learn how to craft our own reality? What am I missing here? Should we not be different?  #not #wat?http://t.co/6r8ZnKS31F,1,24,2.87,1,97.72,1,6,12.5,87.5,70.83,62.5,20.83,12.5,4.17,8.33,0,0,0,8.33,8.33,4.17,4.17,8.33,12.5,8.33,0,12.5,16.67,4.17,0,12.5,8.33,0,4.17,41.67,0,37.5,8.33,4.17,4.17,0,0,16.67,0,12.5,0,12.5,0,0,0,0,0,0,0,25,16.67,0,0,12.5,0,0,8.33,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,0,0,0,0,4.17,0,0,0,0,0,0,29.17,0,0,16.67,0,4.17,8.33,0
1828,1,"People these days are so loving, accepting, and nonjudgmental. It's great. #sarcasm",1,12,1,84.23,3.81,99,4,25,91.67,58.33,41.67,16.67,0,0,0,0,0,0,16.67,8.33,0,0,0,16.67,8.33,16.67,0,16.67,8.33,8.33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,33.33,25,8.33,8.33,8.33,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,16.67,0,0,0,0,0,0,50,16.67,16.67,0,0,8.33,8.33,0
1829,0,I miss the days when all my close friends lived in the same city.,1,14,76.24,1,99,,14,7.14,100,78.57,50,14.29,14.29,14.29,0,0,0,0,0,28.57,14.29,0,7.14,0,7.14,7.14,0,7.14,14.29,14.29,7.14,7.14,0,0,28.57,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,0,28.57,0,0,0,14.29,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
1830,1,"Grandma's coming over, yay money. #lol #kidding #not",1,8,89.52,1.71,99,99,4,25,100,62.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,12.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,25,25,0,12.5,12.5,0,0,0,0,0,25,12.5,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,0,12.5,25,0,0,0,0,0,0,0,25,12.5,12.5,0,0,75,12.5,12.5,0,0,12.5,37.5,0
1831,1,Yellow Pages are all you need. Phone books are the future. #truth #reallynotreally #sarcasm http://t.co/7IVCcRPO6J,1,15,59.67,96.04,1,1,5,13.33,80,46.67,33.33,6.67,6.67,0,0,6.67,0,0,0,13.33,6.67,6.67,0,13.33,0,0,0,20,6.67,6.67,0,0,0,0,33.33,6.67,6.67,0,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,0,13.33,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,6.67,0,0,6.67,0,13.33,6.67,0,0,0,0,0,33.33,13.33,0,0,0,0,20,0
1832,0,it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is #not #life,1,15,3.8,40.06,19.26,,15,6.67,73.33,46.67,46.67,13.33,6.67,0,6.67,0,0,0,6.67,6.67,0,0,6.67,13.33,6.67,6.67,6.67,13.33,0,0,13.33,6.67,6.67,0,20,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,6.67,13.33,13.33,0,0,0,0,0,0,46.67,20,0,0,0,0,26.67,33.33
1833,0,Eskom load-shedding hammers the Rand again: http://t.co/L9CTtRVASn  Current spot rate USD1=R11.45 http://t.co/PGZHDkBJGD #VivaANCviva #Not,1,16,78.28,1.71,54.55,,16,25,56.25,31.25,18.75,0,0,0,0,0,0,0,0,6.25,6.25,25,0,0,6.25,0,6.25,0,6.25,6.25,0,0,0,0,18.75,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,0,0,0,0,0,37.5,6.25,0,0,0,0,31.25,0
1834,1,Pulis is available. Will guarantee we stay up #sarcasm,1,9,33.38,99,77.17,1,4.5,33.33,88.89,66.67,44.44,11.11,11.11,0,11.11,0,0,0,0,0,0,0,11.11,22.22,0,0,0,33.33,11.11,0,11.11,11.11,0,0,33.33,0,11.11,0,0,0,0,11.11,0,0,11.11,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,22.22,0,0,0,0,0,11.11,11.11,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11,0
1835,1,"@Ron_Peterson to tell you the truth, that may have been the smartest thing you've ever tweeted. #sarcasm #ireallythinkyouareafuckingidiot",1,18,10.19,99,1.17,20.23,9,27.78,83.33,77.78,61.11,22.22,11.11,0,0,11.11,0,0,11.11,16.67,11.11,0,5.56,22.22,5.56,0,0,33.33,5.56,0,0,0,0,0,22.22,5.56,5.56,0,0,0,5.56,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,5.56,16.67,0,5.56,5.56,5.56,0,0,0,38.89,5.56,5.56,0,0,5.56,22.22,0
1836,1,"I love seeing a guy go 50 and texting in a school zone, #soproud #not #gpabdrivers",1,16,89.52,1.71,99,96.74,16,18.75,87.5,56.25,37.5,6.25,6.25,6.25,0,0,0,0,0,12.5,12.5,6.25,6.25,0,0,6.25,6.25,18.75,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,18.75,12.5,0,0,0,0,6.25,6.25,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,0,6.25,18.75,6.25,0,0,0,0,0,0,0,0,0,0,0,25,0,6.25,0,0,0,18.75,0
1837,0,@vidalovesvida I don't think I've ever even made weed brownies in my life...idk where you get this bizarre idea from lol,1,22,1,1,99,,22,13.64,90.91,77.27,54.55,27.27,22.73,18.18,0,4.55,0,0,4.55,9.09,0,0,9.09,9.09,13.64,0,9.09,22.73,4.55,0,0,0,0,0,31.82,4.55,13.64,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,4.55,9.09,9.09,0,0,9.09,0,0,0,4.55,9.09,4.55,0,9.09,9.09,0,0,4.55,27.27,13.64,0,0,0,9.09,4.55,0
1838,0,"@Vh1Supersonic Cause of all the things in life this seems to be in #Balance. |Music- Medicine, @Vh1Supersonic - Doctor|#SuperDayLineUp",1,19,98,,33.61,,9.5,26.32,89.47,52.63,47.37,10.53,0,0,0,0,0,0,10.53,15.79,5.26,10.53,21.05,5.26,0,0,0,10.53,0,5.26,0,0,0,0,15.79,5.26,10.53,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,15.79,0,0,10.53,0,5.26,0,0,0,5.26,0,0,0,0,0,0,52.63,5.26,5.26,0,0,0,42.11,0
1839,1,@kradlum which would ALSO push rates up :) isn't this a fun game? #sarcasm,1,14,7.34,1,72.58,98.65,7,14.29,92.86,78.57,50,14.29,0,0,0,0,0,0,14.29,14.29,7.14,0,7.14,14.29,7.14,7.14,7.14,21.43,7.14,7.14,0,0,0,0,21.43,0,21.43,0,0,7.14,0,0,14.29,0,21.43,14.29,7.14,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,7.14,7.14,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,42.86,0,0,7.14,0,7.14,28.57,0
1840,0,"As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!||#sarcasm #winter",1,21,70.33,1,99,20.23,21,9.52,95.24,61.9,57.14,19.05,19.05,14.29,0,4.76,0,0,0,14.29,4.76,0,23.81,9.52,0,4.76,4.76,14.29,0,0,0,0,0,0,28.57,0,14.29,4.76,4.76,0,0,0,9.52,0,14.29,4.76,4.76,0,0,0,0,0,0,4.76,9.52,0,0,0,0,0,0,9.52,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,4.76,0,9.52,0,0,0,0,0,0,38.1,0,9.52,0,4.76,4.76,19.05,0
1841,0,@ajb_16 shouldn't you's be in school??,1,6,10.19,1,1,,6,16.67,83.33,50,50,0,0,0,0,0,0,0,0,0,0,16.67,16.67,33.33,0,0,16.67,33.33,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,33.33,0,33.33,33.33,0
1842,1,"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain",1,14,89.52,,2.36,20.23,14,28.57,64.29,50,28.57,7.14,0,0,0,0,0,0,7.14,14.29,7.14,0,7.14,0,7.14,0,0,14.29,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,7.14,0,0,0,0,0,14.29,0,0,7.14,0,7.14,0,0,35.71,0,7.14,0,0,0,28.57,0
1843,0,"@SonyProUSA its my workhorse, practically glued to my hand https://t.co/6Sa7ggGTxj",1,10,15.41,1,63.35,,10,30,70,50,50,30,20,20,0,0,0,0,10,30,0,10,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,10,0
1844,1,I just love working Sunday's. #not http://t.co/97bcc557Pi,1,7,2.35,1,99,99,3.5,28.57,100,57.14,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,14.29,0,14.29,0,28.57,0,14.29,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,42.86,14.29,0,0,0,14.29,14.29,0
1845,0,"says women & blacks are a different ""species"" @Dolphin__Man @RBRNetwork1 @HarryThetech76 @TimOwensby @TheOldBreed1775",1,13,89.52,81.78,2.93,,13,53.85,69.23,30.77,15.38,0,0,0,0,0,0,0,0,7.69,7.69,23.08,0,7.69,0,0,0,15.38,7.69,0,0,0,0,0,23.08,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,0,7.69,15.38,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,76.92,0,0,0,0,0,76.92,0
1846,1,What a joke. Thanks for the detailed response and communication with your customers. #sarcasm @AskPlayStation @PlayStation,1,16,95.8,99,,96.74,5.33,43.75,93.75,56.25,43.75,12.5,6.25,0,0,6.25,0,0,6.25,18.75,12.5,0,12.5,0,0,6.25,0,6.25,6.25,0,0,0,0,0,12.5,0,12.5,0,6.25,0,0,0,0,0,18.75,12.5,6.25,0,0,0,0,0,0,0,37.5,25,6.25,6.25,0,0,18.75,12.5,0,0,0,0,0,0,0,0,18.75,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,12.5,0,0,0,0,18.75,0
1847,0,Happy holidays from me and my boy Carl #lrs #holiday #party 😏😎😎🎄🎄 http://t.co/kzv9XGLWoz,1,12,49.68,6.61,39.59,99,12,16.67,83.33,41.67,33.33,16.67,16.67,16.67,0,0,0,0,0,8.33,0,8.33,8.33,0,0,8.33,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,8.33,8.33,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,8.33,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,41.67
1848,1,Shoutout to my mom for being hella supportive of me #sarcasm,1,11,89.52,1,50.45,20.23,11,27.27,90.91,72.73,54.55,18.18,18.18,18.18,0,0,0,0,0,9.09,0,0,27.27,9.09,0,0,0,9.09,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,0,0,0,0,0,0,9.09,18.18,9.09,9.09,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,9.09,0,0,0,0,0,9.09,0
1849,1,Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate #sarcasm,1,18,99,13.82,77.17,1,4.5,44.44,72.22,38.89,27.78,5.56,5.56,5.56,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,5.56,5.56,0,16.67,5.56,0,11.11,16.67,0,0,0,0,0,0,0,0,0,27.78,11.11,16.67,5.56,5.56,0,0,0,0,0,11.11,11.11,5.56,0,0,0,5.56,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,11.11,0,0,5.56,0,5.56,0,11.11,0,0,0,0,0,0,0,0,38.89,16.67,0,0,0,5.56,16.67,0
1850,1,This photo of @celinedion 's pool via @richpayne88 has really brightened up my morning....#not http://t.co/ULHQFtbCdP,1,16,62.1,1,89.39,,16,25,62.5,50,50,12.5,6.25,6.25,0,0,0,0,6.25,12.5,0,6.25,18.75,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,25,0,12.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,0,0,0,0,0,50,25,0,0,0,6.25,18.75,0
1851,0,"#LOL with all due #Respect to #KobeBryant .. he is #NOT #MJ ^_^ but damn near #Close !! #Legends http://t.co/Z3gOXbVyIN",1,17,79.1,1,83.69,99,5.67,17.65,88.24,58.82,47.06,5.88,5.88,0,0,0,5.88,0,0,5.88,0,5.88,17.65,5.88,0,5.88,5.88,5.88,11.76,5.88,5.88,0,0,5.88,29.41,5.88,11.76,0,0,0,0,0,11.76,0,17.65,11.76,0,0,0,0,0,0,0,5.88,11.76,5.88,5.88,0,0,0,0,5.88,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,11.76,0,0,0,5.88,0,5.88,0,5.88,5.88,0,0,0,82.35,11.76,0,0,11.76,0,58.82,0
1852,1,What a golden morning. 😒 #not,1,5,39.7,1,99,,2.5,20,100,80,60,20,0,0,0,0,0,0,20,20,20,0,0,0,0,0,20,0,20,0,0,0,0,0,40,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,20
1853,0,@DCsportsGrl @DragonflyJonez I believe we have n that's y we SUCK.,1,11,1,99,50.45,,11,27.27,63.64,63.64,45.45,36.36,27.27,9.09,18.18,0,0,0,9.09,9.09,0,0,0,18.18,0,0,0,36.36,0,0,18.18,18.18,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,36.36,9.09,0,0,0,9.09,18.18,0
1854,1,Oh how I love that my ass is too big to fit into my jeans anymore. #sarcasm #bigbootybitches,1,18,10.19,1,99,20.23,9,16.67,83.33,66.67,55.56,22.22,16.67,16.67,0,0,0,0,5.56,16.67,0,0,11.11,5.56,16.67,0,0,5.56,5.56,5.56,0,0,0,0,16.67,0,5.56,5.56,5.56,0,0,0,0,0,16.67,5.56,5.56,5.56,5.56,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,5.56,0,0,0,5.56,0,5.56,0,5.56,0,0,5.56,0,16.67,5.56,0,0,0,0,11.11,0
1855,0,"#Not #Bra #Fitting #Guide #How #diy #crafts|Please RT: http://t.co/aw58siFjFF http://t.co/ZwX1w60mIU",1,11,45.12,1,95.15,,11,9.09,72.73,36.36,18.18,0,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,0,9.09,0,0,0,0,0,0,0,18.18,0,18.18,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,27.27,27.27,18.18,9.09,0,0,9.09,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,18.18,18.18,0,0,0,81.82,0,0,0,0,0,81.82,0
1856,1,@STN_Airport your busy staff #not standing about when people queue #joke http://t.co/IS904hBqnK,1,12,10.19,98.75,99,99,12,16.67,83.33,41.67,33.33,8.33,8.33,0,0,8.33,0,0,0,8.33,0,8.33,8.33,0,16.67,8.33,8.33,0,8.33,0,0,0,0,0,25,0,8.33,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,33.33,8.33,0,0,0,0,0,25,0,0,0,0,8.33,0,0,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0
1857,1,"There's a reason I don't tell my parents anything, cause I always get THE most positive responses #sarcasm",1,18,4.55,1,99,1,18,27.78,100,72.22,55.56,22.22,16.67,16.67,0,0,0,0,5.56,22.22,11.11,0,0,11.11,11.11,0,5.56,22.22,11.11,5.56,5.56,5.56,0,0,33.33,5.56,22.22,5.56,16.67,0,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,16.67,11.11,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,5.56,0,11.11,0,0,0,0,0,0,22.22,0,5.56,0,0,11.11,5.56,0
1858,0,Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT #not#again,1,18,89.52,1,77.17,,18,5.56,77.78,61.11,50,11.11,11.11,11.11,0,0,0,0,0,11.11,5.56,0,16.67,0,5.56,0,5.56,11.11,0,5.56,5.56,5.56,0,0,11.11,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,5.56,16.67,11.11,0,0,0,0,11.11,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0
