tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
anyone else kinda like how it feels after you floss and ur gums are inflammed,0.0,257,1,15,1.16,99,93.95,,15,6.67,86.67,80,66.67,26.67,13.33,0,0,13.33,0,0,13.33,0,0,0,13.33,6.67,13.33,13.33,0,13.33,6.67,0,0,0,0,0,40,0,33.33,13.33,6.67,0,13.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,6.67,0,13.33,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1.0,138,1,13,14.06,7.93,98.89,,6.5,0,92.31,69.23,38.46,15.38,7.69,7.69,0,0,0,0,7.69,15.38,7.69,7.69,0,7.69,7.69,7.69,0,15.38,7.69,0,0,0,0,0,23.08,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,15.38,0,0,15.38,0,0,0,7.69,0,7.69,0,15.38,0,7.69,7.69,0,23.08,15.38,7.69,0,0,0,0,15.38
Hey what's the weather like today? Am I going to need an umbrella?,1.0,47,1,13,89.52,7.93,2.93,,6.5,15.38,84.62,69.23,53.85,15.38,7.69,7.69,0,0,0,0,7.69,15.38,15.38,0,15.38,15.38,0,0,0,30.77,0,0,0,0,0,0,30.77,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,30.77,0,0,0,0,0,0,0,7.69,0,23.08,15.38,7.69,7.69,0,0,0,23.08,0,0,15.38,0,7.69,0,0
"@RFHanrahan @mikepompeo This is all Biden's failure....politicians like to pass the buck",0.0,281,1,13,96.67,,2.93,,13,30.77,69.23,53.85,46.15,7.69,0,0,0,0,0,0,7.69,23.08,7.69,0,15.38,7.69,0,0,0,15.38,0,7.69,15.38,0,7.69,7.69,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,53.85,30.77,0,0,0,7.69,15.38,0
"HOT TAKE: Can we stop romanticizing the grind? 

Yes there is value in hard work and determination. However, it is NOT HEALTHY to work yourself until you can hardly function as a human being.

There’s a big difference here.",0.0,286,1,39,10.19,81.78,48.76,,9.75,17.95,89.74,74.36,58.97,10.26,7.69,0,2.56,5.13,0,0,2.56,7.69,7.69,0,10.26,15.38,12.82,10.26,2.56,17.95,10.26,2.56,12.82,2.56,10.26,0,28.21,2.56,15.38,0,0,5.13,2.56,0,7.69,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,0,0,0,0,10.26,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,2.56,2.56,0,2.56,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,15.38,12.82,0,0,10.26,0,0,2.56,5.13,0,12.82,0,2.56,0,2.56,0,0,17.95,7.69,2.56,2.56,0,2.56,2.56,0
You never realize how easy life really is until you can't breathe through your nose. 😶,0.0,345,1,15,1,99,93.95,97.84,7.5,20,100,80,66.67,20,20,0,0,20,0,0,0,6.67,0,0,13.33,13.33,20,6.67,13.33,20,6.67,0,0,0,0,0,46.67,6.67,26.67,13.33,6.67,6.67,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,26.67,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,13.33,0,20,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,6.67
"No joke, air-fried Twisted Teas are THE BEST.",1.0,66,1,8,62.1,1.71,15.38,99,8,25,75,50,37.5,0,0,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,12.5,12.5,12.5,0,12.5,0,12.5,0,25,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,37.5,12.5,12.5,0,0,0,12.5,0
Anyone else hear some like thunder or something?,1.0,71,1,8,5.64,1.71,89.39,,8,25,87.5,87.5,75,25,0,0,0,0,0,0,25,12.5,0,0,12.5,0,12.5,12.5,0,12.5,12.5,12.5,0,0,0,0,50,0,50,0,0,0,37.5,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
does anyone else buy pound cake in bulk from costco,0.0,185,1,10,69.05,40.06,63.35,,10,0,90,70,50,10,0,0,0,0,0,0,10,0,0,0,20,10,10,0,0,10,10,20,0,0,0,0,30,0,20,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the vaccination man said i could have some heart problem stuff. i’m being very brave,0.0,329,1,15,1.16,10.48,1.91,97.84,7.5,13.33,100,73.33,60,20,13.33,13.33,0,0,0,0,6.67,13.33,6.67,0,0,26.67,6.67,0,0,33.33,6.67,6.67,0,0,0,0,26.67,0,13.33,0,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,20,13.33,0,0,0,6.67,6.67,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,0
at softball practice tonight one of my girls accidentally stuck her foot into a GROUND HORNETS NEST and those hornets SWARMED like in the hunger games. y’all I can’t catch a break with this team 😂,0.0,298,1,35,89.52,57.11,42.95,1.98,17.5,20,80,54.29,51.43,17.14,11.43,5.71,0,2.86,2.86,0,5.71,22.86,8.57,2.86,17.14,2.86,0,2.86,2.86,5.71,0,2.86,5.71,2.86,2.86,0,5.71,0,2.86,0,0,2.86,0,0,2.86,0,2.86,0,2.86,0,0,0,0,0,0,0,11.43,2.86,2.86,0,0,0,0,11.43,0,0,5.71,0,0,0,0,0,8.57,5.71,0,2.86,0,0,5.71,0,0,0,0,0,0,2.86,0,2.86,0,2.86,0,0,0,0,0,0,2.86,11.43,0,2.86,8.57,0,0,0,2.86,2.86,2.86,0,0,0,0,0,0,8.57,2.86,0,0,0,5.71,0,2.86
apple.. as much as i want to say ‘abs’. no. i am typing to type ‘and’,0.0,221,1,16,43.4,1,1.63,,4,0,87.5,81.25,62.5,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,25,6.25,0,18.75,6.25,25,6.25,6.25,0,0,0,0,18.75,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,50,25,0,0,0,12.5,12.5,0
I wish I could watch Disney channel original movies on the old box TVs to get the full effect again,0.0,342,1,20,89.52,3.95,63.35,,20,10,80,65,40,10,10,10,0,0,0,0,0,10,10,0,10,5,5,0,0,20,10,5,0,0,0,0,25,0,15,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,5,10,5,0,5,5,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"@KjellKHansen1 happy birthday!!",0.0,266,1,3,,,99,99,3,66.67,100,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,66.67,66.67,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,100,0,0,0,66.67,0,33.33,0
"Yep, the only reason I've stayed with 3 since Ovivo disappeared was the everywhere contract. If and when this reaches me then I'm offski. @ThreeUK https://t.co/Ob0ky1u2Rr",0.0,211,1,26,4.85,1,99,,8.67,19.23,88.46,69.23,53.85,15.38,11.54,11.54,0,0,0,0,3.85,11.54,7.69,7.69,7.69,11.54,7.69,19.23,0,23.08,0,0,0,0,0,0,42.31,15.38,11.54,3.85,7.69,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,3.85,15.38,0,0,0,11.54,15.38,7.69,0,3.85,3.85,3.85,0,0,23.08,7.69,3.85,0,0,7.69,3.85,0
"@mikk2k2 @ArgoBlockchain All/any updates are fully appreciated Mike. Many thanks",0.0,215,1,11,45.12,,50.45,99,5.5,36.36,81.82,54.55,45.45,0,0,0,0,0,0,0,0,27.27,0,9.09,0,9.09,9.09,0,0,18.18,9.09,18.18,0,0,0,0,54.55,9.09,27.27,9.09,0,0,9.09,9.09,0,0,18.18,18.18,0,9.09,9.09,0,0,0,0,0,18.18,18.18,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,36.36,9.09,0,0,0,0,27.27,0
days before rodeo is Travis Scott's best project,0.0,192,1,8,62.1,,89.39,,8,12.5,62.5,50,25,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,12.5,12.5,12.5,12.5,0,12.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1.0,4,1,24,37.3,64.67,39.59,,24,16.67,83.33,62.5,41.67,16.67,16.67,8.33,0,4.17,0,0,0,4.17,0,8.33,8.33,8.33,0,4.17,0,16.67,8.33,4.17,0,0,0,0,16.67,0,4.17,0,0,0,4.17,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,12.5,4.17,0,0,0,0,4.17,8.33,0,0,0,0,4.17,0,0,4.17,8.33,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,8.33,0,0,0,0,0,0,0,8.33,0,0,4.17,0,0,0,0,0,8.33,4.17,4.17,0,0,0,0,0
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1.0,104,1,23,47.48,5.93,99,,7.67,21.74,82.61,78.26,52.17,8.7,8.7,4.35,0,0,0,4.35,0,8.7,0,4.35,17.39,4.35,17.39,0,4.35,17.39,0,17.39,0,0,0,0,34.78,0,13.04,0,0,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,17.39,4.35,0,4.35,4.35,0,0,0,21.74,4.35,4.35,0,4.35,0,4.35,0,0,21.74,8.7,4.35,0,0,0,8.7,0
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1.0,53,1,8,98.55,1,89.39,1,8,50,50,37.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,12.5,0,0,0,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,1.0,160,1,39,18.87,69.89,48.76,99,9.75,5.13,82.05,71.79,61.54,20.51,10.26,5.13,0,5.13,0,0,10.26,10.26,5.13,0,15.38,7.69,10.26,10.26,0,15.38,5.13,0,0,0,0,0,10.26,0,0,0,0,0,0,0,0,0,10.26,10.26,0,5.13,5.13,0,0,0,0,0,10.26,5.13,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,10.26,12.82,0,2.56,7.69,0,0,2.56,2.56,0,7.69,7.69,0,0,0,0,0,10.26,10.26,0,0,0,0,0,0
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1.0,76,1,22,97.37,99,50.45,86.79,22,9.09,81.82,72.73,50,13.64,9.09,0,0,9.09,0,0,4.55,22.73,13.64,4.55,13.64,0,4.55,0,0,13.64,4.55,9.09,4.55,0,4.55,0,18.18,4.55,9.09,4.55,4.55,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,0,0,9.09,0,4.55,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,9.09
bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,0.0,183,1,24,49.68,1,15.38,20.23,24,20.83,91.67,75,50,16.67,16.67,12.5,0,0,4.17,0,0,4.17,4.17,0,12.5,4.17,4.17,4.17,4.17,25,4.17,0,4.17,0,0,4.17,29.17,4.17,25,4.17,4.17,8.33,0,4.17,4.17,0,8.33,4.17,4.17,8.33,4.17,4.17,0,0,4.17,0,4.17,0,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,12.5,8.33,0,0,4.17,0,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,8.33,8.33,0,4.17,0,0,4.17,0,0,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0
Another gorgeous day in sunny Accrington!,1.0,164,1,6,89.52,1,99,99,6,50,83.33,83.33,33.33,16.67,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0
Overthinking everything in life really takes a toll on you,1.0,32,1,10,89.52,99,7.03,,10,20,80,70,60,20,10,0,0,10,0,0,10,10,10,0,20,0,10,0,0,10,0,0,0,0,0,0,30,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wearing all manners of rings and chains bc i always have to be the sexiest person in the home depot,0.0,337,1,20,80.96,40.06,63.35,90.5,20,15,85,65,55,5,5,5,0,0,0,0,0,15,10,0,15,10,5,10,0,15,5,5,0,0,0,0,15,10,5,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,5,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0
"I've compiled a list to debunk the gatekeeping morons saying #StarWars is too ""male focussed"".
Leia Organa, Jyn Erso, Rey, Bastila and Satele Shan, Hera Syndulla, Padme, Iden Versio, Nightsister Merrin, Cere Junda, Asajj Ventress, Sabine Wren, Bo-Katan Kryze, Shaak Ti, (1/)",0.0,177,1,42,81.45,27.1,1,3.2,21,21.43,30.95,19.05,16.67,2.38,2.38,2.38,0,0,0,0,0,4.76,4.76,2.38,2.38,4.76,2.38,2.38,0,7.14,0,0,2.38,0,0,2.38,4.76,0,0,0,0,0,0,0,0,0,2.38,0,2.38,0,0,0,0,0,0,2.38,7.14,4.76,0,0,0,0,2.38,2.38,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0,52.38,2.38,30.95,0,0,2.38,16.67,0
Happy Birthday to Chris Lowe of Pet Shop Boys. Your music is the backbone of my existence. #chrislowe #happybirthdaychrislowe #petshopboys https://t.co/pqYRY6HfdB,0.0,349,1,21,94.68,97.11,5.94,99,7,28.57,66.67,38.1,33.33,9.52,9.52,4.76,0,4.76,0,0,0,14.29,4.76,4.76,14.29,4.76,0,0,0,4.76,4.76,0,4.76,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,9.52,9.52,0,4.76,4.76,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,4.76,0,0,4.76,4.76,0,0,4.76,14.29,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,23.81,9.52,0,0,0,0,14.29,0
I’m ready for Lockdown #2. I need to make better bread.,0.0,195,1,11,71.44,1,50.45,99,5.5,9.09,90.91,72.73,36.36,18.18,18.18,18.18,0,0,0,0,0,0,0,9.09,18.18,9.09,0,0,0,27.27,18.18,0,9.09,0,9.09,0,27.27,0,18.18,0,9.09,9.09,0,0,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,36.36,18.18,0,0,0,9.09,9.09,0
Everybody loves Christmas! It such a great time to be jolly!,1.0,157,1,11,71.44,86.82,50.45,99,5.5,18.18,100,72.73,54.55,18.18,0,0,0,0,0,0,18.18,18.18,9.09,0,9.09,9.09,0,0,0,9.09,18.18,0,0,0,0,0,36.36,9.09,0,0,0,0,0,0,0,0,27.27,27.27,0,18.18,18.18,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,18.18,0,0,0,18.18,0,0,0
HAPPY BIRTHDAY MEL!!!!,0.0,333,1,3,,,99,99,3,33.33,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,66.67,66.67,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,133.33,0,0,0,133.33,0,0,0
"My poo is green, how festive.",1.0,125,1,6,1,1,99,99,6,16.67,83.33,66.67,50,16.67,16.67,16.67,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,16.67,16.67,0,0,0,0,0,33.33,0,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,0,0
no more instagram. we must all return to scrapbooks.,1.0,40,1,9,33.38,92.24,10.18,,4.5,22.22,88.89,66.67,66.67,11.11,11.11,0,11.11,0,0,0,0,33.33,0,0,11.11,11.11,0,0,11.11,11.11,11.11,22.22,11.11,11.11,0,0,33.33,22.22,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0
My favorite thing is that literally ONLY my @Walmart says I have to have a prescription for syringes that I've been getting OTC for years. This is the kind of shit diabetics are facing.,0.0,176,1,34,16.49,1,46.57,66.58,17,20.59,85.29,67.65,55.88,23.53,11.76,11.76,0,0,0,0,11.76,20.59,5.88,0,11.76,20.59,2.94,0,0,26.47,5.88,2.94,0,0,0,0,23.53,0,2.94,0,0,0,0,0,2.94,0,5.88,2.94,0,0,0,0,0,0,0,2.94,2.94,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,2.94,0,0,0,0,0,0,5.88,0,2.94,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,2.94,5.88,11.76,5.88,0,0,0,0,0,11.76,5.88,0,0,0,2.94,2.94,0
"Oh good, it's time for the bi-monthly random power outage.",1.0,131,1,10,89.52,,7.03,99,10,10,80,50,30,10,0,0,0,0,0,0,10,10,10,0,10,10,0,0,0,10,10,0,10,0,0,10,30,0,10,0,0,0,10,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,10,0,10,0,0,10,0,40,10,10,0,0,10,10,0
"I really loved the drive into work today in the dark, wet, heavy rain",1.0,170,1,14,99,9.23,99,98.65,14,0,92.86,57.14,42.86,7.14,7.14,7.14,0,0,0,0,0,14.29,14.29,0,14.29,0,7.14,0,0,0,14.29,7.14,7.14,0,7.14,0,21.43,0,7.14,0,0,0,0,7.14,0,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,42.86,0,7.14,14.29,7.14,0,14.29,7.14,7.14,7.14,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0
It costs $0.00 to be a decent person 🙂,0.0,344,1,8,89.52,94.84,,,8,0,100,75,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,12.5,12.5,12.5,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,12.5,12.5
the worst thing about coffee is that it looks so nice and then you drink it and it just isnt,0.0,247,1,20,1,40.06,7.03,20.23,20,0,100,90,75,30,5,0,0,5,0,0,25,10,5,0,5,10,15,20,5,15,10,0,0,0,0,0,10,0,5,0,0,0,0,0,5,0,10,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High stakes legos,1.0,148,1,3,,,99,,3,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It’s that time again. Please recommend some good period dramas and comedies.,0.0,274,1,12,2.87,,89.39,99,6,16.67,91.67,41.67,41.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,8.33,8.33,8.33,0,8.33,0,8.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,25,25,0,8.33,8.33,0,0,0,0,0,16.67,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,25,0,8.33,0,0,0,0,0,0,25,16.67,0,0,0,8.33,0,0
